file,len_a,len_b,runtime_ms
data/test1.in,25,25,0.12354200589470565
data/test2.in,25,25,0.11337501928210258
data/test3.in,25,25,0.11399999493733048
data/test4.in,25,25,0.10529198334552348
data/test5.in,25,25,0.11208298383280635
data/test6.in,25,25,0.10245799785479903
data/test7.in,25,25,0.10308300261385739
data/test8.in,25,25,0.10350000229664147
data/test9.in,25,25,0.10233398643322289
data/test10.in,25,25,0.1054170134011656
